x,y,z
0.4476961394769614,-0.17906637490882568,1261
0.45703611457036114,-0.17906637490882568,1266
0.4352428393524284,-0.17177242888402625,1271
0.4476961394769614,-0.16447848285922684,1271
0.45080946450809467,-0.16812545587162656,1252
0.44956413449564137,-0.17541940189642596,1281
0.4589041095890411,-0.16447848285922684,1285
0.45080946450809467,-0.16812545587162656,1261
0.4589041095890411,-0.16958424507658643,1263
0.4352428393524284,-0.1549963530269876,1252
0.4663760896637609,-0.16229029905178702,1268
0.46201743462017436,-0.13967906637490882,1290
0.46326276463262767,-0.14551422319474835,1268
0.45703611457036114,-0.11779722830051058,1290
0.47571606475716066,-0.11269146608315099,1276
0.46326276463262767,-0.11415025528811087,1276
0.4726027397260274,-0.07986870897155361,1292
0.47447073474470736,-0.07330415754923414,1281
0.48816936488169366,-0.05506929248723559,1292
0.4838107098381071,-0.04048140043763676,1290
0.4900373599003736,-0.03464624361779723,1292
0.48194271481942713,-0.023705324580598104,1318
0.4900373599003736,-0.011305616338439095,1300
0.4900373599003736,0.03172866520787746,1305
0.4775840597758406,0.020787746170678335,1313
0.48816936488169366,0.053610503282275714,1316
0.4788293897882939,0.053610503282275714,1310
0.4838107098381071,0.07549234135667396,1336
0.4806973848069738,0.07549234135667396,1307
0.48194271481942713,0.10758570386579139,1316
0.4788293897882939,0.11487964989059081,1318
0.47571606475716066,0.12217359591539023,1310
0.47571606475716066,0.15280816921954776,1368
0.4713574097135741,0.14770240700218817,1323
0.46326276463262767,0.18490153172866522,1326
0.4589041095890411,0.20313639679066375,1342
0.45080946450809467,0.1885485047410649,1340
0.4526774595267746,0.19948942377826404,1342
0.4290161892901619,0.20824215900802334,1368
0.4246575342465753,0.2512764405543399,1350
0.4277708592777086,0.2658643326039387,1340
0.4028642590286426,0.2899343544857768,1352
0.41967621419676215,0.31035740335521517,1355
0.39975093399750933,0.31400437636761486,1362
0.38854296388542964,0.3453683442742524,1355
0.3592777085927771,0.35412107950401167,1362
0.36239103362391034,0.37819110138584977,1365
0.3530510585305106,0.37235594456601023,1347
0.3356164383561644,0.39350838803792854,1357
0.31880448318804483,0.40809628008752735,1368
0.31693648816936487,0.4212253829321663,1360
0.286425902864259,0.43946024799416483,1350
0.27584059775840597,0.4576951130561634,1368
0.24906600249066002,0.44675419401896427,1381
0.23349937733499376,0.45550692924872355,1368
0.21046077210460773,0.48176513493800144,1383
0.1917808219178082,0.4708242159008023,1373
0.16687422166874222,0.4854121079504012,1378
0.18057285180572852,0.48176513493800144,1393
0.16064757160647572,0.46207148067104303,1378
0.15130759651307596,0.4890590809628009,1386
0.12764632627646327,0.4708242159008023,1405
0.1232876712328767,0.4803063457330416,1360
0.09775840597758406,0.47301239970824216,1376
0.10149439601494396,0.4854121079504012,1393
0.08841843088418432,0.4912472647702407,1376
0.06787048567870485,0.4854121079504012,1386
0.07098381070983811,0.48176513493800144,1378
0.052303860523038606,0.4839533187454413,1365
0.0448318804483188,0.4708242159008023,1397
0.02303860523038605,0.4839533187454413,1397
0.026151930261519303,0.47447118891320206,1360
-0.00809464508094645,0.4854121079504012,1386
-0.0161892901618929,0.46353026987600293,1355
-0.026774595267745952,0.4540481400437637,1381
-0.034869240348692404,0.46207148067104303,1381
-0.051681195516811954,0.4591539022611233,1355
-0.0784557907845579,0.43946024799416483,1371
-0.08904109589041095,0.424872355944566,1388
-0.09713574097135741,0.424872355944566,1357
-0.10585305105853052,0.40809628008752735,1368
-0.10896637608966377,0.3847556528081692,1357
-0.14009962640099627,0.3862144420131291,1368
-0.1506849315068493,0.37819110138584977,1362
-0.15877957658779576,0.3796498905908096,1365
-0.16625155666251556,0.34682713347921224,1352
-0.18181818181818182,0.3599562363238512,1345
-0.17123287671232876,0.33953318745441285,1362
-0.18804483188044832,0.33953318745441285,1352
-0.19613947696139478,0.3322392414296134,1355
-0.19115815691158156,0.3067104303428155,1360
-0.18991282689912828,0.29722830051057625,1355
-0.2191780821917808,0.29722830051057625,1340
-0.22415940224159403,0.27315827862873815,1357
-0.23163138231631383,0.2862873814733771,1342
-0.23474470734744707,0.24981765134938003,1368
-0.23972602739726026,0.2512764405543399,1352
-0.2459526774595268,0.2549234135667396,1345
-0.24906600249066002,0.22939460247994164,1323
-0.25840597758405975,0.20824215900802334,1340
-0.2658779576587796,0.20094821298322393,1352
-0.2646326276463263,0.18490153172866522,1342
-0.27085927770859275,0.16083150984682712,1340
-0.2627646326276463,0.1513493800145879,1340
-0.28019925280199254,0.14770240700218817,1305
-0.2783312577833126,0.10904449307075127,1331
-0.286425902864259,0.13311451495258936,1318
-0.2845579078455791,0.10758570386579139,1328
-0.2783312577833126,0.09080962800875274,1321
-0.2783312577833126,0.10393873085339168,1316
-0.2783312577833126,0.09445660102115244,1321
-0.28953922789539227,0.07184536834427425,1331
-0.30884184308841844,0.04266958424507659,1331
-0.3001245330012453,0.04266958424507659,1310
-0.3038605230386052,0.03683442742523705,1302
-0.3001245330012453,0.02224653537563822,1305
-0.2907845579078456,0.025893508388037927,1310
-0.3057285180572852,-0.0010940919037199124,1281
-0.298879202988792,-0.0018234865061998542,1310
-0.29265255292652553,-0.020058351568198397,1302
-0.2957658779576588,-0.020058351568198397,1316
-0.2970112079701121,-0.03683442742523705,1313
-0.29389788293897884,-0.016411378555798686,1305
-0.3069738480697385,-0.020058351568198397,1307
-0.3026151930261519,-0.0018234865061998542,1295
-0.3057285180572852,0.03172866520787746,1326
-0.30884184308841844,0.04266958424507659,1321
-0.3001245330012453,0.03683442742523705,1302
-0.2783312577833126,0.06455142231947483,1321
-0.2845579078455791,0.07184536834427425,1328
-0.2970112079701121,0.08716265499635302,1328
-0.3001245330012453,0.09664478482859226,1336
-0.2833125778331258,0.12363238512035012,1321
-0.28019925280199254,0.13311451495258936,1345
-0.26899128268991285,0.15280816921954776,1340
-0.26899128268991285,0.16666666666666666,1328
-0.2503113325031133,0.1885485047410649,1360
-0.25965130759651306,0.20678336980306344,1360
-0.2459526774595268,0.24762946754194018,1340
-0.24906600249066002,0.24981765134938003,1336
-0.23785803237858033,0.27680525164113784,1345
-0.22229140722291407,0.30087527352297594,1345
-0.18991282689912828,0.33807439824945296,1347
-0.16625155666251556,0.3760029175784099,1362
-0.1432129514321295,0.38329686360320936,1362
-0.14632627646326277,0.4008023340627279,1355
-0.11643835616438356,0.3971553610503282,1350
-0.11830635118306351,0.3993435448577681,1397
-0.10585305105853052,0.424872355944566,1378
-0.09090909090909091,0.4263311451495259,1388
-0.09713574097135741,0.44091903719912473,1360
-0.0784557907845579,0.44821298322392417,1381
-0.0859277708592777,0.4598832968636032,1373
-0.07036114570361146,0.4540481400437637,1376
-0.05790784557907846,0.46207148067104303,1357
-0.0410958904109589,0.46207148067104303,1386
-0.03922789539227895,0.4657184536834427,1371
-0.014321295143212951,0.47447118891320206,1391
-0.0224159402241594,0.5021881838074398,1386
-0.014321295143212951,0.4839533187454413,1397
0.011830635118306352,0.4912472647702407,1388
0.01805728518057285,0.4948942377826404,1388
0.026151930261519303,0.5167760758570387,1371
0.03549190535491906,0.4854121079504012,1391
0.052303860523038606,0.49270605397520056,1388
0.05105853051058531,0.4912472647702407,1383
0.07721046077210461,0.4963530269876003,1378
0.07721046077210461,0.5058351568198395,1365
0.09464508094645081,0.4985412107950401,1381
0.11830635118306351,0.487600291757841,1381
0.12640099626400997,0.5204230488694384,1400
0.12017434620174346,0.4948942377826404,1376
0.149439601494396,0.5167760758570387,1407
0.15442092154420922,0.49270605397520056,1391
0.17310087173100872,0.5,1383
0.1855541718555417,0.4963530269876003,1371
0.20236612702366127,0.4854121079504012,1383
0.22415940224159403,0.47447118891320206,1410
0.25716064757160645,0.4671772428884026,1378
0.27895392278953923,0.45550692924872355,1400
0.29763387297633875,0.44091903719912473,1368
0.3094645080946451,0.43581327498176514,1402
0.30635118306351183,0.45550692924872355,1378
0.32503113325031135,0.4212253829321663,1365
0.31693648816936487,0.3971553610503282,1376
0.3449564134495641,0.4008023340627279,1365
0.37484433374844334,0.3636032093362509,1328
0.3823163138231631,0.34172137126185265,1368
0.3854296388542964,0.35412107950401167,1368
0.3916562889165629,0.3563092633114515,1362
0.4153175591531756,0.3322392414296134,1376
0.40597758405977585,0.3161925601750547,1373
0.4215442092154421,0.3067104303428155,1340
0.43212951432129515,0.28774617067833697,1373
0.4352428393524284,0.27680525164113784,1371
0.4476961394769614,0.2840991976659373,1357
0.4526774595267746,0.23522975929978118,1360
0.4663760896637609,0.2461706783369803,1333
0.4663760896637609,0.20678336980306344,1342
0.48692403486924035,0.16666666666666666,1333
0.4838107098381071,0.15280816921954776,1345
0.4931506849315068,0.15937272064186725,1345
0.4900373599003736,0.13092633114514954,1340
0.5031133250311333,0.1112326768781911,1331
0.5043586550435866,0.11852662290299051,1323
0.5105853051058531,0.10539752005835157,1287
0.5186799501867995,0.06819839533187455,1313
0.5,0.08205689277899343,1345
0.5062266500622665,0.04412837345003647,1333
0.5155666251556662,0.028081692195477754,1326
0.5012453300124533,0.01349380014587892,1302
0.5105853051058531,0.017140773158278628,1302
0.5012453300124533,0.01349380014587892,1331
0.5,-0.025893508388037927,1285
0.5186799501867995,-0.02954048140043764,1313
0.5062266500622665,-0.04412837345003647,1323
0.5155666251556662,-0.0638220277169949,1297
0.4962640099626401,-0.08716265499635302,1297
0.512453300124533,-0.0849744711889132,1281
0.5,-0.10539752005835157,1302
0.4943960149439601,-0.11415025528811087,1295
0.5,-0.14551422319474835,1276
0.4900373599003736,-0.1586433260393873,1276
0.4713574097135741,-0.15718453683442743,1271
0.4775840597758406,-0.18052516411378555,1281
0.4775840597758406,-0.1936542669584245,1273
0.48692403486924035,-0.21334792122538293,1278
0.4726027397260274,-0.23668854850474105,1263
0.4713574097135741,-0.22647702407002188,1268
0.45703611457036114,-0.23814733770970095,1247
0.4539227895392279,-0.24908825674690008,1261
0.44458281444582815,-0.262217359591539,1268
0.4383561643835616,-0.2986870897155361,1271
0.4259028642590286,-0.312545587162655,1261
0.41967621419676215,-0.30233406272793584,1276
0.41843088418430885,-0.3176513493800146,1247
0.4165628891656289,-0.31400437636761486,1240
0.41967621419676215,-0.3198395331874544,1247
0.39476961394769616,-0.3081692195477753,1242
0.4028642590286426,-0.324945295404814,1271
0.3823163138231631,-0.3526622902990518,1226
0.3698630136986301,-0.3636032093362509,1232
0.3823163138231631,-0.3599562363238512,1250
0.38729763387297633,-0.3563092633114515,1237
0.3667496886674969,-0.3847556528081692,1261
0.3592777085927771,-0.3847556528081692,1240
0.35429638854296386,-0.37454412837345,1256
0.3530510585305106,-0.3796498905908096,1232
0.33748443337484435,-0.39350838803792854,1232
0.3480697384806974,-0.40663749088256745,1230
0.33250311332503113,-0.4190371991247265,1226
0.32938978829389787,-0.42268417213712617,1237
0.29763387297633875,-0.4153902261123268,1213
0.30759651307596514,-0.43581327498176514,1208
0.31569115815691157,-0.43727206418672504,1245
0.3231631382316314,-0.43581327498176514,1256
0.30759651307596514,-0.43727206418672504,1240
0.27895392278953923,-0.44821298322392417,1221
0.27085927770859275,-0.4431072210065646,1232
0.2945205479452055,-0.44821298322392417,1223
0.27895392278953923,-0.4540481400437637,1232
0.273972602739726,-0.44675419401896427,1223
0.26774595267745954,-0.4613420860685631,1226
0.26650062266500624,-0.4576951130561634,1218
0.25716064757160645,-0.4613420860685631,1208
0.2521793275217933,-0.47665937272064185,1208
0.24283935242839352,-0.4803063457330416,1203
0.23661270236612703,-0.4890590809628009,1245
0.22291407222914073,-0.4912472647702407,1237
0.22602739726027396,-0.4671772428884026,1230
0.20112079701120797,-0.47811816192560175,1223
0.1980074719800747,-0.5021881838074398,1221
0.1980074719800747,-0.4839533187454413,1213
0.199252801992528,-0.4839533187454413,1232
0.18244084682440848,-0.5072939460247994,1216
0.1793275217932752,-0.4963530269876003,1235
0.18057285180572852,-0.5021881838074398,1201
0.16064757160647572,-0.4963530269876003,1230
0.15753424657534246,-0.5036469730123997,1203
0.14632627646326277,-0.5072939460247994,1206
0.1432129514321295,-0.4963530269876003,1203
0.14632627646326277,-0.5036469730123997,1223
0.136986301369863,-0.513129102844639,1206
0.12017434620174346,-0.5072939460247994,1218
0.11830635118306351,-0.4985412107950401,1226
0.12017434620174346,-0.5036469730123997,1218
0.11083437110834371,-0.5058351568198395,1235
0.10273972602739725,-0.5218818380743983,1235
0.0896637608966376,-0.5094821298322393,1221
0.0958904109589041,-0.5,1218
0.09464508094645081,-0.5145878920495989,1213
0.0759651307596513,-0.5182348650619986,1230
0.058530510585305104,-0.5072939460247994,1185
0.060398505603985055,-0.524070021881838,1201
0.04296388542963885,-0.49270605397520056,1218
0.039850560398505604,-0.5094821298322393,1190
0.036737235367372355,-0.5182348650619986,1192
0.02303860523038605,-0.4948942377826404,1223
0.0043586550435865505,-0.5182348650619986,1213
0.014943960149439602,-0.5109409190371991,1206
-0.0006226650062266501,-0.4854121079504012,1235
-0.013075965130759652,-0.47811816192560175,1232
-0.0049813200498132005,-0.4948942377826404,1201
-0.0224159402241594,-0.4890590809628009,1218
-0.031755915317559155,-0.49270605397520056,1232
-0.03798256537982565,-0.4854121079504012,1235
-0.05790784557907846,-0.47301239970824216,1240
-0.03300124533001245,-0.487600291757841,1230
-0.045454545454545456,-0.487600291757841,1221
-0.04234122042341221,-0.48176513493800144,1211
-0.05977584059775841,-0.46207148067104303,1213
-0.08468244084682441,-0.4591539022611233,1213
-0.07970112079701121,-0.4591539022611233,1230
-0.08904109589041095,-0.4657184536834427,1261
-0.10398505603985056,-0.4540481400437637,1237
-0.0859277708592777,-0.44821298322392417,1245
-0.10585305105853052,-0.4540481400437637,1250
-0.10273972602739725,-0.44091903719912473,1247
-0.1133250311332503,-0.43946024799416483,1252
-0.10024906600249066,-0.4445660102115244,1218
-0.11830635118306351,-0.4336250911743253,1268
-0.12453300124533001,-0.42268417213712617,1263
-0.1382316313823163,-0.42268417213712617,1221
-0.12577833125778332,-0.4190371991247265,1230
-0.14009962640099627,-0.4190371991247265,1245
-0.15877957658779576,-0.40809628008752735,1232
-0.149439601494396,-0.4139314369073669,1256
-0.1506849315068493,-0.4008023340627279,1232
-0.15255292652552926,-0.3760029175784099,1242
-0.17870485678704856,-0.3760029175784099,1261
-0.16936488169364883,-0.38840262582056895,1252
-0.16936488169364883,-0.3847556528081692,1240
-0.17559153175591533,-0.3614150255288111,1276
-0.16811955168119552,-0.3796498905908096,1252
-0.19115815691158156,-0.35776805251641136,1268
-0.18679950186799502,-0.3526622902990518,1290
-0.20361145703611458,-0.35412107950401167,1235
-0.20236612702366127,-0.3198395331874544,1278
-0.21170610211706103,-0.3358862144420131,1271
-0.21606475716064757,-0.3307804522246535,1307
-0.2191780821917808,-0.30889861415025527,1266
-0.2129514321295143,-0.3037928519328957,1273
-0.23349937733499376,-0.3161925601750547,1263
-0.23163138231631383,-0.300145878920496,1278
-0.24283935242839352,-0.2950401167031364,1300
-0.23038605230386053,-0.3059810357403355,1261
-0.24906600249066002,-0.28774617067833697,1276
-0.24283935242839352,-0.27680525164113784,1307
-0.24283935242839352,-0.26951130561633846,1305
-0.24719800747198006,-0.2549234135667396,1297
-0.2646326276463263,-0.24544128373450036,1297
-0.24906600249066002,-0.23814733770970095,1285
-0.2534246575342466,-0.2709700948212983,1268
-0.25653798256537985,-0.2301239970824216,1295
-0.2627646326276463,-0.21553610503282275,1281
-0.25529265255292655,-0.22428884026258206,1281
-0.29265255292652553,-0.22428884026258206,1321
-0.273972602739726,-0.2024070021881838,1300
-0.2752179327521793,-0.2097009482129832,1307
-0.2658779576587796,-0.2097009482129832,1285
-0.27085927770859275,-0.2024070021881838,1302
-0.261519302615193,-0.20605397520058352,1302
-0.25840597758405975,-0.22283005105762219,1278
-0.25840597758405975,-0.23668854850474105,1285
-0.261519302615193,-0.25857038657913933,1268
-0.2521793275217933,-0.2563822027716995,1268
-0.24097135740971357,-0.2840991976659373,1250
-0.23785803237858033,-0.30233406272793584,1266
-0.22415940224159403,-0.30233406272793584,1271
