x,y,z
710.0,-167.0,1197
702.0,-177.0,1218
715.0,-195.0,1213
687.0,-180.0,1240
685.0,-165.0,1203
675.0,-202.0,1245
660.0,-185.0,1213
642.0,-167.0,1195
613.0,-170.0,1250
660.0,-155.0,1230
631.0,-120.0,1226
601.0,-140.0,1221
616.0,-117.0,1242
591.0,-112.0,1221
578.0,-81.0,1223
548.0,-73.0,1250
546.0,-73.0,1218
536.0,-61.0,1226
531.0,-38.0,1263
516.0,-46.0,1237
483.0,-18.0,1271
486.0,-6.0,1250
493.0,0.0,1252
468.0,6.0,1232
453.0,26.0,1263
448.0,58.0,1242
466.0,66.0,1290
436.0,91.0,1237
438.0,83.0,1276
413.0,86.0,1252
428.0,101.0,1263
388.0,135.0,1278
398.0,137.0,1266
386.0,132.0,1250
406.0,167.0,1247
391.0,157.0,1271
376.0,177.0,1278
361.0,216.0,1276
358.0,231.0,1258
363.0,202.0,1287
356.0,213.0,1300
383.0,266.0,1300
373.0,273.0,1292
371.0,283.0,1316
381.0,306.0,1278
328.0,313.0,1307
366.0,311.0,1300
353.0,327.0,1295
333.0,342.0,1278
386.0,362.0,1310
378.0,362.0,1302
366.0,370.0,1292
341.0,367.0,1307
373.0,395.0,1305
366.0,402.0,1313
373.0,420.0,1305
376.0,433.0,1313
348.0,421.0,1331
356.0,456.0,1340
346.0,468.0,1313
356.0,483.0,1342
358.0,471.0,1323
371.0,506.0,1336
353.0,498.0,1340
348.0,483.0,1323
368.0,483.0,1326
363.0,496.0,1336
366.0,461.0,1300
398.0,461.0,1302
356.0,443.0,1336
333.0,471.0,1376
356.0,441.0,1321
348.0,410.0,1316
356.0,387.0,1328
371.0,392.0,1313
373.0,362.0,1302
336.0,360.0,1313
368.0,322.0,1323
373.0,298.0,1302
398.0,276.0,1292
391.0,266.0,1290
373.0,253.0,1271
376.0,205.0,1261
383.0,197.0,1273
373.0,192.0,1258
408.0,145.0,1278
411.0,150.0,1247
443.0,101.0,1266
436.0,98.0,1268
443.0,76.0,1266
448.0,56.0,1247
486.0,48.0,1256
471.0,33.0,1250
476.0,6.0,1245
503.0,-13.0,1256
518.0,-38.0,1247
521.0,-48.0,1230
541.0,-43.0,1266
573.0,-71.0,1242
606.0,-105.0,1240
606.0,-91.0,1242
608.0,-117.0,1226
613.0,-130.0,1213
638.0,-145.0,1213
642.0,-155.0,1195
660.0,-165.0,1232
685.0,-170.0,1216
715.0,-177.0,1211
717.0,-190.0,1192
760.0,-190.0,1216
790.0,-218.0,1208
760.0,-210.0,1232
832.0,-218.0,1192
830.0,-248.0,1190
860.0,-223.0,1211
847.0,-211.0,1203
915.0,-228.0,1216
930.0,-228.0,1208
940.0,-228.0,1208
960.0,-223.0,1182
963.0,-211.0,1175
998.0,-236.0,1182
963.0,-248.0,1211
1033.0,-216.0,1203
1046.0,-216.0,1195
1043.0,-238.0,1197
1061.0,-218.0,1185
1111.0,-210.0,1197
1106.0,-221.0,1192
1113.0,-213.0,1192
1113.0,-182.0,1242
1171.0,-182.0,1237
1193.0,-177.0,1208
1201.0,-160.0,1197
1196.0,-175.0,1226
1196.0,-152.0,1235
1226.0,-175.0,1197
1226.0,-170.0,1177
1263.0,-140.0,1211
1243.0,-135.0,1195
1295.0,-127.0,1180
1295.0,-88.0,1203
1317.0,-76.0,1213
1332.0,-68.0,1232
1350.0,-83.0,1213
1370.0,-53.0,1216
1367.0,-43.0,1230
1365.0,-38.0,1226
1402.0,28.0,1230
1412.0,-6.0,1221
1417.0,6.0,1235
1430.0,6.0,1226
1442.0,36.0,1240
1457.0,38.0,1213
1447.0,61.0,1221
1465.0,91.0,1256
1477.0,93.0,1232
1470.0,81.0,1240
1475.0,78.0,1273
1460.0,66.0,1226
1490.0,115.0,1247
1460.0,110.0,1247
1490.0,120.0,1261
1515.0,137.0,1271
1507.0,132.0,1252
1522.0,135.0,1256
1512.0,140.0,1281
1507.0,167.0,1250
1530.0,157.0,1235
1532.0,167.0,1256
1485.0,190.0,1250
1527.0,177.0,1258
1530.0,185.0,1252
1545.0,218.0,1258
1532.0,205.0,1263
1542.0,228.0,1266
1545.0,246.0,1256
1530.0,238.0,1287
1540.0,228.0,1271
1525.0,233.0,1266
1565.0,258.0,1266
1557.0,263.0,1285
